registro_id,anio,categoria_ipcc,grupo_factor,gas,archivo_crt,sha256_xlsx,hoja,etiqueta_categoria_crt,etiqueta_grupo_crt,celda_actividad,actividad_crt_tj,celda_emision,emision_crt_kt_gas,celda_ief_reportado,ief_reportado_original,unidad_ief_reportado,factor_calculado_kg_tj,factor_repositorio_kg_tj,diferencia_kg_tj,coincide_E_div_A,coincide_ief_reportado,nota_compatibilidad,actividad_psut_tj,actividad_crt_original,unidad_actividad_crt_original,psut_registro_mapeo,psut_source_record_id,sha256_psut
FE_COMB|2020|1.A.1.b|LIQUID_FUELS|CH4,2020,1.A.1.b,LIQUID_FUELS,CH4,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s1,1.A.1.b. Petroleum refining,Liquid fuels,C39,2.18344286,I39,6.5503e-06,F39,2.999986910580293,kg CH4/TJ,2.999986910580293,2.999986910580293,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.1.b|LIQUID_FUELS|N2O,2020,1.A.1.b,LIQUID_FUELS,N2O,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s1,1.A.1.b. Petroleum refining,Liquid fuels,C39,2.18344286,J39,1.3101e-06,G39,0.6000157018077404,kg N2O/TJ,0.6000157018077404,0.6000157018077404,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.2|AGREGADO_FOSIL|CO2,2020,1.A.2,AGREGADO_FOSIL,CO2,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s2,1.A.2 Manufacturing industries and construction,Liquid fuels,C11,33182.6509,H11,2819.39638,E11,84.96597780860239,t CO2/TJ,84965.97780860239,84965.97780860239,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.2|AGREGADO_FOSIL|CH4,2020,1.A.2,AGREGADO_FOSIL,CH4,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s2,1.A.2 Manufacturing industries and construction,Liquid fuels,C11,33182.6509,I11,0.09333216,F11,2.812679441472833,kg CH4/TJ,2.812679441472833,2.812679441472833,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.2|AGREGADO_FOSIL|N2O,2020,1.A.2,AGREGADO_FOSIL,N2O,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s2,1.A.2 Manufacturing industries and construction,Liquid fuels,C11,33182.6509,J11,0.01796155,G11,0.5412934022097674,kg N2O/TJ,0.5412934022097674,0.5412934022097674,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.3|AGREGADO_FOSIL|CO2,2020,1.A.3,AGREGADO_FOSIL,CO2,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s3,1.A.3  Transport,Liquid fuels,C11,135257.96384909,H11,9536.157640616,E11,70.50348363409995,t CO2/TJ,70503.48363409996,70503.48363409995,-1.4551915228366852e-11,True,True,El denominador incluye Jet kerosene cuya actividad también se reporta en aviación internacional; sus emisiones se reportan en Table1.D. Requiere conciliación de cobertura.,,,,,,
FE_COMB|2020|1.A.3|AGREGADO_FOSIL|CH4,2020,1.A.3,AGREGADO_FOSIL,CH4,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s3,1.A.3  Transport,Liquid fuels,C11,135257.96384909,I11,2.545149971,F11,18.817006397047898,kg CH4/TJ,18.817006397047898,18.817006397047898,0.0,True,True,El denominador incluye Jet kerosene cuya actividad también se reporta en aviación internacional; sus emisiones se reportan en Table1.D. Requiere conciliación de cobertura.,,,,,,
FE_COMB|2020|1.A.3|AGREGADO_FOSIL|N2O,2020,1.A.3,AGREGADO_FOSIL,N2O,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s3,1.A.3  Transport,Liquid fuels,C11,135257.96384909,J11,0.470233805,G11,3.4765701894244776,kg N2O/TJ,3.4765701894244776,3.4765701894244776,0.0,True,True,El denominador incluye Jet kerosene cuya actividad también se reporta en aviación internacional; sus emisiones se reportan en Table1.D. Requiere conciliación de cobertura.,,,,,,
FE_COMB|2020|1.A.4.a|BIOMASS|CO2,2020,1.A.4.a,BIOMASS,CO2,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.a.  Commercial/institutional (14),Biomass (3),C23,8972.66721,H23,1004.93873,E23,112.00000027639496,t CO2/TJ,112000.00027639496,112000.00027639496,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.a|BIOMASS|CH4,2020,1.A.4.a,BIOMASS,CH4,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.a.  Commercial/institutional (14),Biomass (3),C23,8972.66721,I23,2.69180016,F23,299.9999996656513,kg CH4/TJ,299.9999996656513,299.9999996656513,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.a|BIOMASS|N2O,2020,1.A.4.a,BIOMASS,N2O,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.a.  Commercial/institutional (14),Biomass (3),C23,8972.66721,J23,0.03589067,G23,4.0000001292815135,kg N2O/TJ,4.0000001292815135,4.0000001292815135,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.a|LIQUID_FUELS|CO2,2020,1.A.4.a,LIQUID_FUELS,CO2,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.a.  Commercial/institutional (14),Liquid fuels,C18,745.332404,H18,49.2378092,E18,66.0615437296887,t CO2/TJ,66061.5437296887,66061.5437296887,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.a|LIQUID_FUELS|CH4,2020,1.A.4.a,LIQUID_FUELS,CH4,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.a.  Commercial/institutional (14),Liquid fuels,C18,745.332404,I18,0.00550528,F18,7.386341946834235,kg CH4/TJ,7.386341946834235,7.386341946834235,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.a|LIQUID_FUELS|N2O,2020,1.A.4.a,LIQUID_FUELS,N2O,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.a.  Commercial/institutional (14),Liquid fuels,C18,745.332404,J18,0.0002524,G18,0.33864085157902246,kg N2O/TJ,0.33864085157902246,0.33864085157902246,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.b|BIOMASS|CO2,2020,1.A.4.b,BIOMASS,CO2,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.b.  Residential (14),Biomass (3),C30,290116.24,H30,32493.0189,E30,112.00000006893788,t CO2/TJ,112000.0000689379,112000.00006893788,-1.4551915228366852e-11,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.b|BIOMASS|CH4,2020,1.A.4.b,BIOMASS,CH4,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.b.  Residential (14),Biomass (3),C30,290116.24,I30,87.0348719,F30,299.9999996553106,kg CH4/TJ,299.9999996553106,299.9999996553106,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.b|BIOMASS|N2O,2020,1.A.4.b,BIOMASS,N2O,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.b.  Residential (14),Biomass (3),C30,290116.24,J30,1.16046496,G30,4.000000000000001,kg N2O/TJ,4.000000000000001,4.000000000000001,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.b|LIQUID_FUELS|CO2,2020,1.A.4.b,LIQUID_FUELS,CO2,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.b.  Residential (14),Liquid fuels,C25,15014.8359,H25,947.567359,E25,63.108738937333314,t CO2/TJ,63108.738937333306,63108.73893733331,7.275957614183426e-12,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.b|LIQUID_FUELS|CH4,2020,1.A.4.b,LIQUID_FUELS,CH4,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.b.  Residential (14),Liquid fuels,C25,15014.8359,I25,0.07514873,F25,5.004965122529244,kg CH4/TJ,5.004965122529244,5.004965122529244,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2020|1.A.4.b|LIQUID_FUELS|N2O,2020,1.A.4.b,LIQUID_FUELS,N2O,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.A(a)s4,1.A.4.b.  Residential (14),Liquid fuels,C25,15014.8359,J25,0.00150894,G25,0.10049660283000496,kg N2O/TJ,0.10049660283000496,0.10049660283000496,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_FUG|2020|1.B.2.a.ii|FUGITIVA_PETROLEO|CO2,2020,1.B.2.a.ii,FUGITIVA_PETROLEO,CO2,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.B.2,1.B.2.a.ii.   Production and upgrading (8),Production and upgrading,PSUT[MAP_0373].TJ,,I12,0.00011138,F12,0.04300156365777477,kg/unidad de actividad CRT; no kg/TJ,0.006769303192556056,0.006769303192556056,0.0,True,,Factor experimental = emisión CRT / extracción PETR PSUT. Denominador TJ distinto de actividad nativa CRT en 10^3 m^3. IEF CRT no se compara directamente con kg/TJ.,16453.6876,2590.13837,10^3m^3,MAP_0373,BEV2_00589,4be0edefa6d24be0598a0c8cdbb5a7fc76211bed3dfc205083d60a18398bc071
FE_FUG|2020|1.B.2.a.ii|FUGITIVA_PETROLEO|CH4,2020,1.B.2.a.ii,FUGITIVA_PETROLEO,CH4,GTM-CRT-2024-V0.3-2020-20250304-084824_started.xlsx,17f0e83d5b434cddc5e179c71e4106c1a96b35972ea36e19202a07e0219ebc6c,Table1.B.2,1.B.2.a.ii.   Production and upgrading (8),Production and upgrading,PSUT[MAP_0373].TJ,,J12,0.00152818,G12,0.5899993674855294,kg/unidad de actividad CRT; no kg/TJ,0.09287765983839391,0.09287765983839391,0.0,True,,Factor experimental = emisión CRT / extracción PETR PSUT. Denominador TJ distinto de actividad nativa CRT en 10^3 m^3. IEF CRT no se compara directamente con kg/TJ.,16453.6876,2590.13837,10^3m^3,MAP_0373,BEV2_00589,4be0edefa6d24be0598a0c8cdbb5a7fc76211bed3dfc205083d60a18398bc071
FE_COMB|2021|1.A.1.a.i|BIOMASS|CO2,2021,1.A.1.a.i,BIOMASS,CO2,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Biomass (3),C37,85958.99036,H37,8574.534217,E37,99.75145335106284,t CO2/TJ,99751.45335106284,99751.45335106284,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|BIOMASS|CH4,2021,1.A.1.a.i,BIOMASS,CH4,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Biomass (3),C37,85958.99036,I37,2.56512258,F37,29.84123672529371,kg CH4/TJ,29.84123672529371,29.84123672529371,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|BIOMASS|N2O,2021,1.A.1.a.i,BIOMASS,N2O,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Biomass (3),C37,85958.99036,J37,0.342000658,G37,3.9786490810057953,kg N2O/TJ,3.9786490810057953,3.9786490810057953,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|SOLID_FUELS|CO2,2021,1.A.1.a.i,SOLID_FUELS,CO2,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Solid fuels,C33,41072.4451,H33,4037.421353,E33,98.29999999196542,t CO2/TJ,98299.99999196542,98299.99999196542,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|SOLID_FUELS|CH4,2021,1.A.1.a.i,SOLID_FUELS,CH4,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Solid fuels,C33,41072.4451,I33,0.041072445,F33,0.9999999975652777,kg CH4/TJ,0.9999999975652777,0.9999999975652777,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|SOLID_FUELS|N2O,2021,1.A.1.a.i,SOLID_FUELS,N2O,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Solid fuels,C33,41072.4451,J33,0.061608668,G33,1.5000000085215284,kg N2O/TJ,1.5000000085215284,1.5000000085215284,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|LIQUID_FUELS|CO2,2021,1.A.1.a.i,LIQUID_FUELS,CO2,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Liquid fuels,C32,2417.755421,H32,186.9792597,E32,77.33588686264392,t CO2/TJ,77335.8868626439,77335.88686264392,1.4551915228366852e-11,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|LIQUID_FUELS|CH4,2021,1.A.1.a.i,LIQUID_FUELS,CH4,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Liquid fuels,C32,2417.755421,I32,0.007253266,F32,2.999999891221421,kg CH4/TJ,2.999999891221421,2.999999891221421,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|LIQUID_FUELS|N2O,2021,1.A.1.a.i,LIQUID_FUELS,N2O,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Liquid fuels,C32,2417.755421,J32,0.001450653,G32,0.599999895522931,kg N2O/TJ,0.599999895522931,0.599999895522931,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|GASEOUS_FUELS|CO2,2021,1.A.1.a.i,GASEOUS_FUELS,CO2,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Gaseous fuels (6),C34,49.17921419,H34,2.758953916,E34,56.0999999988003,t CO2/TJ,56099.9999988003,56099.9999988003,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|GASEOUS_FUELS|CH4,2021,1.A.1.a.i,GASEOUS_FUELS,CH4,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Gaseous fuels (6),C34,49.17921419,I34,4.91792e-05,F34,0.9999997114634661,kg CH4/TJ,0.9999997114634661,0.9999997114634661,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.a.i|GASEOUS_FUELS|N2O,2021,1.A.1.a.i,GASEOUS_FUELS,N2O,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.a.i. Electricity generation,Gaseous fuels (6),C34,49.17921419,J34,4.91792e-06,G34,0.0999999711463466,kg N2O/TJ,0.0999999711463466,0.0999999711463466,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.b|LIQUID_FUELS|CO2,2021,1.A.1.b,LIQUID_FUELS,CO2,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.b. Petroleum refining,Liquid fuels,C39,5.52012733,H39,0.40462533,E39,73.29999940418041,t CO2/TJ,73299.99940418042,73299.99940418042,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.b|LIQUID_FUELS|CH4,2021,1.A.1.b,LIQUID_FUELS,CH4,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.b. Petroleum refining,Liquid fuels,C39,5.52012733,I39,1.656e-05,F39,2.9999308005092704,kg CH4/TJ,2.9999308005092704,2.9999308005092704,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.1.b|LIQUID_FUELS|N2O,2021,1.A.1.b,LIQUID_FUELS,N2O,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s1,1.A.1.b. Petroleum refining,Liquid fuels,C39,5.52012733,J39,3.3121e-06,G39,0.6000042756260117,kg N2O/TJ,0.6000042756260117,0.6000042756260117,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.2|AGREGADO_FOSIL|CO2,2021,1.A.2,AGREGADO_FOSIL,CO2,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s2,1.A.2 Manufacturing industries and construction,Liquid fuels,C11,35258.5114,H11,2937.38273,E11,83.30989067224205,t CO2/TJ,83309.89067224204,83309.89067224205,1.4551915228366852e-11,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.2|AGREGADO_FOSIL|CH4,2021,1.A.2,AGREGADO_FOSIL,CH4,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s2,1.A.2 Manufacturing industries and construction,Liquid fuels,C11,35258.5114,I11,0.09846695,F11,2.7927143288301157,kg CH4/TJ,2.7927143288301157,2.7927143288301157,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.2|AGREGADO_FOSIL|N2O,2021,1.A.2,AGREGADO_FOSIL,N2O,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s2,1.A.2 Manufacturing industries and construction,Liquid fuels,C11,35258.5114,J11,0.01891218,G11,0.5363862298508723,kg N2O/TJ,0.5363862298508723,0.5363862298508723,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.3|AGREGADO_FOSIL|CO2,2021,1.A.3,AGREGADO_FOSIL,CO2,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s3,1.A.3  Transport,Liquid fuels,C11,161881.4358992,H11,11348.10277883,E11,70.1013227106301,t CO2/TJ,70101.3227106301,70101.3227106301,0.0,True,True,El denominador incluye Jet kerosene cuya actividad también se reporta en aviación internacional; sus emisiones se reportan en Table1.D. Requiere conciliación de cobertura.,,,,,,
FE_COMB|2021|1.A.3|AGREGADO_FOSIL|CH4,2021,1.A.3,AGREGADO_FOSIL,CH4,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s3,1.A.3  Transport,Liquid fuels,C11,161881.4358992,I11,2.9856731990000003,F11,18.44357991029381,kg CH4/TJ,18.44357991029381,18.44357991029381,0.0,True,True,El denominador incluye Jet kerosene cuya actividad también se reporta en aviación internacional; sus emisiones se reportan en Table1.D. Requiere conciliación de cobertura.,,,,,,
FE_COMB|2021|1.A.3|AGREGADO_FOSIL|N2O,2021,1.A.3,AGREGADO_FOSIL,N2O,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s3,1.A.3  Transport,Liquid fuels,C11,161881.4358992,J11,0.560253008,G11,3.4608848438239526,kg N2O/TJ,3.4608848438239526,3.4608848438239526,0.0,True,True,El denominador incluye Jet kerosene cuya actividad también se reporta en aviación internacional; sus emisiones se reportan en Table1.D. Requiere conciliación de cobertura.,,,,,,
FE_COMB|2021|1.A.4.a|BIOMASS|CO2,2021,1.A.4.a,BIOMASS,CO2,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s4,1.A.4.a.  Commercial/institutional (14),Biomass (3),C23,9243.15225,H23,1035.23305,E23,111.99999978362362,t CO2/TJ,111999.99978362361,111999.99978362363,1.4551915228366852e-11,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.4.a|BIOMASS|CH4,2021,1.A.4.a,BIOMASS,CH4,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s4,1.A.4.a.  Commercial/institutional (14),Biomass (3),C23,9243.15225,I23,2.77294567,F23,299.99999945905904,kg CH4/TJ,299.99999945905904,299.99999945905904,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.4.a|BIOMASS|N2O,2021,1.A.4.a,BIOMASS,N2O,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s4,1.A.4.a.  Commercial/institutional (14),Biomass (3),C23,9243.15225,J23,0.03697261,G23,4.0000001081882,kg N2O/TJ,4.0000001081882,4.0000001081882,0.0,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
FE_COMB|2021|1.A.4.a|LIQUID_FUELS|CO2,2021,1.A.4.a,LIQUID_FUELS,CO2,GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx,72387c5108bf4044dc94c41679c64bff17814c9d1691106132a67186667b88ae,Table1.A(a)s4,1.A.4.a.  Commercial/institutional (14),Liquid fuels,C18,863.606152,H18,57.0666824,E18,66.07952278691039,t CO2/TJ,66079.5227869104,66079.52278691038,-1.4551915228366852e-11,True,True,"Mismo año, categoría y grupo CRT. Un factor agrupado no distingue combustibles dentro del grupo.",,,,,,
