clave_emision,anio,unidad_sectorial_agregada,modulo,categoria_ipcc,categoria_nombre,producto_std,metodo_asignacion,unidad_origen_psut,psut_side,psut_block_code,source_record_id,actividad_base_tj,actividad_emisiones_tj,grupo_factor,tratamiento_co2,anio_factor,estado_factor,ef_co2_kg_tj,ef_ch4_kg_tj,ef_n2o_kg_tj,gas_fuente,emision_fuente_kt_gas,co2_directo_kt,co2_biogenico_memo_kt,ch4_kt,n2o_kt,co2e_kt,estado_resultado,clave_notacion,metodo_calculo,fuente_id_actividad,fuente_id_factor,nota
EM|2020|AGR|3.A|CH4,2020,A,AGRICULTURA,3.A,Fermentación entérica,,EMISION_OBSERVADA_CRT,A,,,AGR|2020|3.A|CH4,,,AGRICULTURA_CRT,NO_APLICA,2020,OBS,,,,CH4,170.792988,0,0,170.792988,0,4782.203664,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2020|AGR|3.B|CH4,2020,A,AGRICULTURA,3.B,Gestión del estiércol,,EMISION_OBSERVADA_CRT,A,,,AGR|2020|3.B|CH4,,,AGRICULTURA_CRT,NO_APLICA,2020,OBS,,,,CH4,6.10189227,0,0,6.10189227,0,170.85298356,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2020|AGR|3.B|N2O,2020,A,AGRICULTURA,3.B,Gestión del estiércol,,EMISION_OBSERVADA_CRT,A,,,AGR|2020|3.B|N2O,,,AGRICULTURA_CRT,NO_APLICA,2020,OBS,,,,N2O,0.896387840223302,0,0,0,0.896387840223302,237.542777659175,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2020|AGR|3.C|CH4,2020,A,AGRICULTURA,3.C,Cultivo de arroz,,EMISION_OBSERVADA_CRT,A,,,AGR|2020|3.C|CH4,,,AGRICULTURA_CRT,NO_APLICA,2020,OBS,,,,CH4,0.79179625833,0,0,0.79179625833,0,22.17029523324,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2020|AGR|3.D|N2O,2020,A,AGRICULTURA,3.D,Suelos agrícolas,,EMISION_OBSERVADA_CRT,A,,,AGR|2020|3.D|N2O,,,AGRICULTURA_CRT,NO_APLICA,2020,OBS,,,,N2O,3.62769228072036,0,0,0,3.62769228072036,961.338454390895,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2020|AGR|3.E|CH4,2020,A,AGRICULTURA,3.E,Quema prescrita de sabanas,,EMISION_OBSERVADA_CRT,A,,,AGR|2020|3.E|CH4,,,AGRICULTURA_CRT,NO_APLICA,2020,OBS,,,,CH4,7.420896541698,0,0,7.420896541698,0,207.785103167544,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2020|AGR|3.E|N2O,2020,A,AGRICULTURA,3.E,Quema prescrita de sabanas,,EMISION_OBSERVADA_CRT,A,,,AGR|2020|3.E|N2O,,,AGRICULTURA_CRT,NO_APLICA,2020,OBS,,,,N2O,0.6775601190246,0,0,0,0.6775601190246,179.553431541519,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2020|AGR|3.F|CH4,2020,A,AGRICULTURA,3.F,Quema de residuos agrícolas en el campo,,TOTAL_SECTOR_MENOS_COMPONENTES,A,,,AGR|2020|3.F|CH4,,,AGRICULTURA_CRT,NO_APLICA,2020,CAL,,,,CH4,4.46526359845203,0,0,4.46526359845203,0,125.027380756657,CAL,,TOTAL_SECTOR_MENOS_COMPONENTES,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2020|AGR|3.F|N2O,2020,A,AGRICULTURA,3.F,Quema de residuos agrícolas en el campo,,TOTAL_SECTOR_MENOS_COMPONENTES,A,,,AGR|2020|3.F|N2O,,,AGRICULTURA_CRT,NO_APLICA,2020,CAL,,,,N2O,0.1157660932932,0,0,0,0.1157660932932,30.6780147226979,CAL,,TOTAL_SECTOR_MENOS_COMPONENTES,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2020|AGR|3.G|NO,2020,A,AGRICULTURA,3.G,Encalado,,SIN_CALCULO_NO,A,,,AGR|2020|3.G|NO,,,NO,NO_APLICA,2020,NO,,,,NO,,,,,,,NO,NO,SIN_CALCULO_NO,UNFCCC_GTM_CRT_2024,,
EM|2020|AGR|3.H|CO2,2020,A,AGRICULTURA,3.H,Aplicación de urea,,EMISION_OBSERVADA_CRT,A,,,AGR|2020|3.H|CO2,,,AGRICULTURA_CRT,FOSIL,2020,OBS,,,,CO2,39.370831,39.370831,0,0,0,39.370831,OBS,,EMISION_OBSERVADA_CRT,UNFCCC_GTM_CRT_2024,UNFCCC_GTM_CRT_2024,
EM|2020|AGR|3.I|NO,2020,A,AGRICULTURA,3.I,Otros fertilizantes que contienen carbono,,SIN_CALCULO_NO,A,,,AGR|2020|3.I|NO,,,NO,NO_APLICA,2020,NO,,,,NO,,,,,,,NO,NO,SIN_CALCULO_NO,UNFCCC_GTM_CRT_2024,,
EM|2020|AGR|3.J|NO,2020,A,AGRICULTURA,3.J,Otros,,SIN_CALCULO_NO,A,,,AGR|2020|3.J|NO,,,NO,NO_APLICA,2020,NO,,,,NO,,,,,,,NO,NO,SIN_CALCULO_NO,UNFCCC_GTM_CRT_2024,,
EM|2021|BEV2_00827,2021,A,COMBUSTION,1.A.4.c,"Agricultura, silvicultura y pesca",LENA,FRONTERA_LENA_A,A,Supply,C,BEV2_00827,313398.372,313398.372,NO,BIOGENICO,2021,NO,,,,,,,,,,,NO,,SIN_CALCULO_NO,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2021|BEV2_00757,2021,B,FUGITIVAS,1.B.1.a,Minería de carbón,CRBN,EXTRACCION_B,ENV,Supply,A,BEV2_00757,0,0,NO,FOSIL,2021,NO,,,,,,,,,,,NO,,SIN_CALCULO_NO,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2021|BEV2_00799,2021,B,FUGITIVAS,1.B.2.b.ii,Producción y mejoramiento de gas natural,GN,EXTRACCION_B,ENV,Supply,A,BEV2_00799,50.0241,50.0241,NO,FOSIL,2021,NO,,,,,,,,,,,NO,,SIN_CALCULO_NO,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2021|BEV2_00841,2021,B,FUGITIVAS,1.B.2.a.ii,Producción y mejoramiento de petróleo,PETR,EXTRACCION_B,ENV,Supply,A,BEV2_00841,13280.1494,13280.1494,FUGITIVA_PETROLEO,FOSIL,2021,OBS,0.00676905035420761,0.0928777201858889,,,,8.9894E-005,0,0.00123343,,0.034625934,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,CO2e parcial: N2O sin factor numérico; el total incluye solo los gases cuantificados.
EM|2021|BEV2_00734,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,BCANA,GENERACION_CENTRAL,ENER,Use,E,BEV2_00734,54674.7145,54674.7145,COMB_BCANA,BIOGENICO,2021,PRX,100000,30,4,,,0,5467.47145,1.640241435,0.218698858,103.88195755,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otra biomasa sólida primaria; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otra biomasa sólida primaria; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otra biomasa sólida primaria; gas N2O]."
EM|2021|BEV2_00735,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,BCANA,AUTOPRODUCCION,ENER,Use,E,BEV2_00735,32282.3935,32282.3935,COMB_BCANA,BIOGENICO,2021,PRX,100000,30,4,,,0,3228.23935,0.968471805,0.129129574,61.33654765,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otra biomasa sólida primaria; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otra biomasa sólida primaria; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otra biomasa sólida primaria; gas N2O]."
EM|2021|BEV2_00748,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,BIOGAS,GENERACION_CENTRAL,ENER,Use,E,BEV2_00748,478.6859,478.6859,COMB_BIOGAS,BIOGENICO,2021,PRX,54600,1,0.1,,,0,26.13625014,0.0004786859,4.786859E-005,0.02608838155,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gas de vertedero; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Gas de vertedero; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Gas de vertedero; gas N2O]."
EM|2021|BEV2_00762,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,CRBN,GENERACION_CENTRAL,ENER,Use,E,BEV2_00762,40544.5621,40544.5621,COMB_CRBN,FOSIL,2021,PRX,98300,1,1.5,,,3985.53045443,0,0.0405445621,0.06081684315,4002.78216560355,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otro carbón bituminoso*; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otro carbón bituminoso; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otro carbón bituminoso; gas N2O]."
EM|2021|BEV2_00763,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,CRBN,AUTOPRODUCCION,ENER,Use,E,BEV2_00763,1233.5211,1233.5211,COMB_CRBN,FOSIL,2021,PRX,98300,1,1.5,,,121.25512413,0,0.0012335211,0.00185028165,121.77998735805,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Otro carbón bituminoso*; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otro carbón bituminoso; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Otro carbón bituminoso; gas N2O]."
EM|2021|BEV2_00776,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,EOLICA,GENERACION_CENTRAL,ENER,Use,B,BEV2_00776,1171.0055,1171.0055,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00790,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,GEOE,GENERACION_CENTRAL,ENER,Use,B,BEV2_00790,11288.9462,11288.9462,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00804,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,GN,GENERACION_CENTRAL,ENER,Use,E,BEV2_00804,50.0241,50.0241,GASEOUS_FUELS,FOSIL,2021,OBS,56099.9999988003,0.999999711463466,0.0999999711463466,,,2.80635200993999,0,5.00240855662196E-005,5.00240855662196E-006,2.80907832260334,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2021|BEV2_00818,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,HYDR,GENERACION_CENTRAL,ENER,Use,B,BEV2_00818,30350.5685,30350.5685,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00819,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,HYDR,AUTOPRODUCCION,ENER,Use,B,BEV2_00819,116.1419,116.1419,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00845,2021,ENER,COMBUSTION,1.A.1.b,Refinación de petróleo,PETR,TRANSFORMACION_REFINERIA,ENER,Use,E,BEV2_00845,4866.5722,5.52012733,LIQUID_FUELS,FOSIL,2021,OBS,73299.9994041804,2.99993080050927,0.600004275626012,,,0.40462533,0,1.656E-005,3.3121E-006,0.4059667165,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2021|BEV2_00860,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,SOLAR,GENERACION_CENTRAL,ENER,Use,B,BEV2_00860,782.4327,782.4327,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00888,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,DOIL,GENERACION_CENTRAL,ENER,Use,E,BEV2_00888,47.7582,47.7582,COMB_DOIL,FOSIL,2021,PRX,74100,3,0.6,,,3.53888262,0,0.0001432746,2.865492E-005,3.5504878626,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gas/Diésel oíl; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Diésel; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Diésel; gas N2O]."
EM|2021|BEV2_00902,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,ELEC,GENERACION_CENTRAL,ENER,Supply,C,BEV2_00902,47888.344,47888.344,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00903,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,ELEC,AUTOPRODUCCION,ENER,Supply,C,BEV2_00903,3906.4697,3906.4697,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00904,2021,ENER,COMBUSTION,1.A.1.c,Fabricación de combustibles sólidos y otras industrias de la energía,ELEC,USO_ENER,ENER,Use,E,BEV2_00904,3389.554,3389.554,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00916,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,FOIL,GENERACION_CENTRAL,ENER,Use,E,BEV2_00916,2344.4512,2344.4512,COMB_FOIL,FOSIL,2021,PRX,77400,3,0.6,,,181.46052288,0,0.0070333536,0.00140667072,182.0302245216,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Fuelóleo residual; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas N2O]."
EM|2021|BEV2_00917,2021,ENER,COMBUSTION,1.A.1.a.i,Generación de electricidad,FOIL,AUTOPRODUCCION,ENER,Use,E,BEV2_00917,67.0474,67.0474,COMB_FOIL,FOSIL,2021,PRX,77400,3,0.6,,,5.18946876,0,0.0002011422,4.022844E-005,5.2057612782,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Fuelóleo residual; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.17, p. 57; fila Fuelóleo residual; gas N2O]."
EM|2021|BEV2_00836,2021,HH,COMBUSTION,1.A.4.b,Residencial,LENA,USO_HH,HH,Use,F,BEV2_00836,303996.3976,303996.3976,BIOMASS,BIOGENICO,2021,OBS,111999.999745702,299.999999665397,3.99999999330795,,,0,34047.5964538943,91.198919178282,1.21598558836564,2875.80591790879,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2021|BEV2_00906,2021,HH,COMBUSTION,1.A.4.b,Residencial,ELEC,USO_HH,HH,Use,F,BEV2_00906,15336.7732,15336.7732,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00948,2021,HH,COMBUSTION,1.A.4.b,Residencial,GLP,USO_HH,HH,Use,F,BEV2_00948,17567.2322,17567.2322,COMB_GLP,FOSIL,2021,PRX,63100,5,0.1,,,1108.49235182,0,0.087836161,0.00175672322,1111.4172959813,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gases licuados de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas N2O]."
EM|2021|BEV2_00880,2021,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,COQUE,USO_IND_BEN,IND_BEN,Use,E,BEV2_00880,15592.878,15592.878,COMB_COQUE,FOSIL,2021,PRX,97500,3,0.6,,,1520.305605,0,0.046778634,0.0093557268,1524.094674354,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Coque de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Coque de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Coque de petróleo; gas N2O]."
EM|2021|BEV2_00894,2021,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,DOIL,USO_IND_BEN,IND_BEN,Use,E,BEV2_00894,6828.9578,6828.9578,COMB_DOIL,FOSIL,2021,PRX,74100,3,0.6,,,506.02577298,0,0.0204868734,0.00409737468,507.6852097254,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gas/Diésel oíl; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Diésel; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Diésel; gas N2O]."
EM|2021|BEV2_00908,2021,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,ELEC,USO_IND_BEN,IND_BEN,Use,E,BEV2_00908,16180.269,16180.269,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00922,2021,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,FOIL,USO_IND_BEN,IND_BEN,Use,E,BEV2_00922,7190.8627,7190.8627,COMB_FOIL,FOSIL,2021,PRX,77400,3,0.6,,,556.57277298,0,0.0215725881,0.00431451762,558.3201526161,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Fuelóleo residual; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Fuelóleo residual; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Fuelóleo residual; gas N2O]."
EM|2021|BEV2_00936,2021,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,GAS,USO_IND_BEN,IND_BEN,Use,E,BEV2_00936,1688.6184,1688.6184,COMB_GAS,FOSIL,2021,PRX,69300,3,0.6,,,117.02125512,0,0.0050658552,0.00101317104,117.4315893912,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gasolina para motores; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gasolina para motores; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gasolina para motores; gas N2O]."
EM|2021|BEV2_00950,2021,IND_BEN,COMBUSTION,1.A.2,Industrias manufactureras y construcción,GLP,USO_IND_BEN,IND_BEN,Use,E,BEV2_00950,4562.9416,4562.9416,COMB_GLP,FOSIL,2021,PRX,63100,1,0.1,,,287.92161496,0,0.0045629416,0.00045629416,288.1702952772,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gases licuados de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gases licuados de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.22, p. 62; fila Gases licuados de petróleo; gas N2O]."
EM|2021|BEV2_00837,2021,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,LENA,USO_SERV,SERV,Use,E,BEV2_00837,9401.9744,9401.9744,BIOMASS,BIOGENICO,2021,OBS,111999.999783624,299.999999459059,4.0000001081882,,,0,1053.02113076563,2.82059231491409,0.0376078986171827,88.9426779511478,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,
EM|2021|BEV2_00907,2021,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,ELEC,USO_SERV,SERV,Use,E,BEV2_00907,10818.4524,10818.4524,CERO_DIRECTO,SIN_EMISION_DIRECTA,2021,CAL,0,0,0,,,0,0,0,0,0,CAL,,CERO_DIRECTO,MEM_BEN,METODO_EMISIONES,
EM|2021|BEV2_00935,2021,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,GAS,USO_SERV,SERV,Use,E,BEV2_00935,422.1546,422.1546,COMB_GAS,FOSIL,2021,PRX,69300,10,0.6,,,29.25531378,0,0.004221546,0.00025329276,29.4406396494,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gasolina para motores; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gasolina para motores; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gasolina para motores; gas N2O]."
EM|2021|BEV2_00949,2021,SERV,COMBUSTION,1.A.4.a,Comercial e institucional,GLP,USO_SERV,SERV,Use,E,BEV2_00949,456.3174,456.3174,COMB_GLP,FOSIL,2021,PRX,63100,5,0.1,,,28.79362794,0,0.002281587,4.563174E-005,28.8696047871,CAL,,ACTIVIDAD_X_FE,MEM_BEN,MARN_GTM_BTR1_2024,"Origen de factores: CO2: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.6, p. 48; fila Gases licuados de petróleo; gas CO2]; CH4: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas CH4]; N2O: MARN_GTM_BTR1_2024 [PRX; BTR1 Guatemala 2024, tabla 3.33, p. 70; fila Gases licuados de petróleo; gas N2O]."
EM|2021|BEV2_00891,2021,TR_BEN,COMBUSTION,1.A.3,Transporte,DOIL,USO_TR_BEN,TR_BEN,Use,E,BEV2_00891,78533.2471,78533.2471,COMB_DOIL,FOSIL,2021,OBS,74100.0000205941,3.90000000790086,3.90000000790086,,,5819.31361172732,0,0.30627966431048,0.30627966431048,5909.05355337029,CAL,,ACTIVIDAD_X_FE,MEM_BEN,UNFCCC_GTM_CRT_2024,Origen de factores: CO2: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C22; EM=H22; IEF=E22]; CH4: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C22; EM=I22; IEF=F22]; N2O: UNFCCC_GTM_CRT_2024 [OBS; GTM-CRT-2024-V0.3-2021-20250304-084824_started.xlsx; Table1.A(a)s3; AD=C22; EM=J22; IEF=G22].
